category,model,make,year,count
P - Passenger Car,Jeep,Liberty 2WD,2009,2
P - Passenger Car,Jeep,Patriot 2WD,2009,40
P - Passenger Car,Jeep,Patriot 2WD,2010,1
P - Passenger Car,Jeep,Patriot 4WD,2009,25
P - Passenger Car,Kia,Borrego 2WD,2009,1
P - Passenger Car,Kia,Borrego 4WD,2009,1
P - Passenger Car,Kia,Forte,2010,2608
P - Passenger Car,Kia,Optima,2007,5
P - Passenger Car,Kia,Optima,2008,47
P - Passenger Car,Kia,Optima,2009,3820
P - Passenger Car,Kia,Optima,2010,33
P - Passenger Car,Kia,Rio,2007,2
P - Passenger Car,Kia,Rio,2008,83
P - Passenger Car,Kia,Rio,2009,4854
P - Passenger Car,Kia,Rondo,2008,12
P - Passenger Car,Kia,Rondo,2009,718
P - Passenger Car,Kia,Rondo,2010,5
P - Passenger Car,Kia,Sedona,2009,8
P - Passenger Car,Kia,Sorento 2WD,2009,6
P - Passenger Car,Kia,Soul,2010,4338
P - Passenger Car,Kia,Spectra,2007,3
P - Passenger Car,Kia,Spectra,2008,58
P - Passenger Car,Kia,Spectra,2009,3729
P - Passenger Car,Kia,Sportage 2WD,2008,1
P - Passenger Car,Kia,Sportage 2WD,2009,91
P - Passenger Car,Kia,Sportage 2WD,2010,1
P - Passenger Car,Kia,Sportage 4WD,2009,14
P - Passenger Car,Kia,Sportage 4WD,2010,1
P - Passenger Car,Kia,UNLISTED,2009,1
P - Passenger Car,Lexus,ES 350,2007,1
P - Passenger Car,Lexus,ES 350,2008,1
P - Passenger Car,Lexus,ES 350,2009,1075
P - Passenger Car,Lexus,ES 350,2010,10
P - Passenger Car,Lexus,GS 350,2008,1
P - Passenger Car,Lexus,GS 350,2009,45
P - Passenger Car,Lexus,HS 250h,2010,106
P - Passenger Car,Lexus,IS 250,2008,1
P - Passenger Car,Lexus,IS 250,2009,368
P - Passenger Car,Lexus,IS 250 AWD,2007,1
P - Passenger Car,Lexus,IS 250 AWD,2009,174
P - Passenger Car,Lexus,IS 250 AWD,2010,3
P - Passenger Car,Lexus,IS 250/IS 250C,2010,78
P - Passenger Car,Lexus,IS 350,2009,1
P - Passenger Car,Lexus,RX 350 2WD,2009,1
P - Passenger Car,Lexus,RX 350 2WD,2010,9
P - Passenger Car,Lexus,RX 350 AWD,2010,10
P - Passenger Car,Lexus,RX 450h,2010,3
P - Passenger Car,Lexus,RX 450h AWD,2010,11
P - Passenger Car,Lincoln,MKX AWD,2008,1
P - Passenger Car,Lincoln,MKX AWD,2009,2
P - Passenger Car,Lincoln,MKX AWD,2010,2
P - Passenger Car,Lincoln,MKX FWD,2009,1
P - Passenger Car,Lincoln,MKX FWD,2010,2
P - Passenger Car,Lincoln,MKZ FWD,2008,5
P - Passenger Car,MINI,Clubman,2008,12
P - Passenger Car,MINI,Clubman,2009,363
P - Passenger Car,MINI,Clubman S,2008,7
P - Passenger Car,MINI,Clubman S,2009,317
P - Passenger Car,MINI,Cooper,2007,3
P - Passenger Car,MINI,Cooper,2008,7
P - Passenger Car,MINI,Cooper,2009,843
P - Passenger Car,MINI,Cooper Convertible,2008,1
P - Passenger Car,MINI,Cooper Convertible,2009,211
P - Passenger Car,MINI,Cooper S,2007,2
P - Passenger Car,MINI,Cooper S,2008,6
P - Passenger Car,MINI,Cooper S,2009,733
P - Passenger Car,MINI,Cooper S Convertible,2008,1
P - Passenger Car,MINI,Cooper S Convertible,2009,157
P - Passenger Car,MINI,John Cooper Works,2009,27
P - Passenger Car,MINI,John Cooper Works Clubman,2009,28
P - Passenger Car,MINI,John Cooper Works Convertible,2009,12
P - Passenger Car,Mazda,3,2007,6
P - Passenger Car,Mazda,3,2008,11
P - Passenger Car,Mazda,3,2009,523
P - Passenger Car,Mazda,3,2010,8205
P - Passenger Car,Mazda,5,2008,2
P - Passenger Car,Mazda,5,2009,91
P - Passenger Car,Mazda,6,2008,3
P - Passenger Car,Mazda,6,2009,1123
P - Passenger Car,Mazda,6,2010,464
P - Passenger Car,Mazda,CX-7 2WD,2009,2
P - Passenger Car,Mazda,CX-7 2WD,2010,8
P - Passenger Car,Mazda,CX-7 4WD,2009,4
P - Passenger Car,Mazda,CX-9 2WD,2009,4
P - Passenger Car,Mazda,MX-5,2007,1
P - Passenger Car,Mazda,MX-5,2008,7
P - Passenger Car,Mazda,MX-5,2009,260
P - Passenger Car,Mazda,MX-5,2010,24
P - Passenger Car,Mazda,Tribute 4WD,2009,2
P - Passenger Car,Mazda,Tribute FWD,2009,9
P - Passenger Car,Mazda,UNLISTED,2009,1
P - Passenger Car,Mazda,UNLISTED,2010,1
P - Passenger Car,Mercedes-Be,GLK350 4matic,2010,8
P - Passenger Car,Mercury,Mariner 4WD,2009,13
P - Passenger Car,Mercury,Mariner 4WD,2010,1
P - Passenger Car,Mercury,Mariner 4WD FFV,2010,2
P - Passenger Car,Mercury,Mariner FWD,2009,28
P - Passenger Car,Mercury,Mariner FWD,2010,3
P - Passenger Car,Mercury,Mariner Hybrid 4WD,2009,11
P - Passenger Car,Mercury,Mariner Hybrid FWD,2009,1
P - Passenger Car,Mercury,Milan,2007,6
P - Passenger Car,Mercury,Milan,2008,7
P - Passenger Car,Mercury,Milan,2009,409
P - Passenger Car,Mercury,Milan,2010,1206
P - Passenger Car,Mercury,Milan AWD,2009,1
P - Passenger Car,Mercury,Milan AWD FFV,2010,3
P - Passenger Car,Mercury,Milan FFV,2010,269
P - Passenger Car,Mercury,Milan Hybrid FWD,2010,241
P - Passenger Car,Mercury,Milan S,2010,260
P - Passenger Car,Mercury,Sable FWD,2008,29
P - Passenger Car,Mitsubishi,Eclipse,2008,9
P - Passenger Car,Mitsubishi,Eclipse,2009,103
P - Passenger Car,Mitsubishi,Eclipse,2010,7
P - Passenger Car,Mitsubishi,Eclipse Spyder,2007,1
P - Passenger Car,Mitsubishi,Eclipse Spyder,2008,4
P - Passenger Car,Mitsubishi,Eclipse Spyder,2009,89
P - Passenger Car,Mitsubishi,Eclipse Spyder,2010,1
P - Passenger Car,Mitsubishi,Galant,2007,1
P - Passenger Car,Mitsubishi,Galant,2008,7
P - Passenger Car,Mitsubishi,Galant,2009,518
P - Passenger Car,Mitsubishi,Lancer,2008,22
P - Passenger Car,Mitsubishi,Lancer,2009,1164
P - Passenger Car,Mitsubishi,Lancer,2010,60
P - Passenger Car,Mitsubishi,Lancer Evolution,2009,3
P - Passenger Car,Mitsubishi,Lancer Sportback,2009,49
P - Passenger Car,Mitsubishi,Lancer Sportback,2010,3
P - Passenger Car,Mitsubishi,Outlander 2WD,2009,18
P - Passenger Car,Mitsubishi,Outlander 4WD,2008,3
P - Passenger Car,Mitsubishi,Outlander 4WD,2009,17
P - Passenger Car,Nissan,370z,2009,1
P - Passenger Car,Nissan,Altima,2007,28
P - Passenger Car,Nissan,Altima,2008,61
P - Passenger Car,Nissan,Altima,2009,10073
P - Passenger Car,Nissan,Altima Coupe,2008,109
P - Passenger Car,Nissan,Altima Coupe,2009,3437
P - Passenger Car,Nissan,Altima Hybrid,2007,6
P - Passenger Car,Nissan,Altima Hybrid,2008,49
P - Passenger Car,Nissan,Altima Hybrid,2009,1077
P - Passenger Car,Nissan,Cube,2009,3807
P - Passenger Car,Nissan,Frontier 2WD,2009,6
P - Passenger Car,Nissan,Frontier 4WD,2009,1
P - Passenger Car,Nissan,Maxima,2009,1080
P - Passenger Car,Nissan,Maxima,2010,7
P - Passenger Car,Nissan,Murano AWD,2009,20
P - Passenger Car,Nissan,Murano FWD,2009,14
P - Passenger Car,Nissan,Pathfinder FE 2WD,2009,1
P - Passenger Car,Nissan,Quest,2008,2
P - Passenger Car,Nissan,Quest,2009,15
P - Passenger Car,Nissan,Rogue AWD,2008,8
P - Passenger Car,Nissan,Rogue AWD,2009,112
P - Passenger Car,Nissan,Rogue FWD,2008,3
P - Passenger Car,Nissan,Rogue FWD,2009,71
P - Passenger Car,Nissan,Sentra,2007,14
P - Passenger Car,Nissan,Sentra,2008,108
P - Passenger Car,Nissan,Sentra,2009,3205
P - Passenger Car,Nissan,Sentra,2010,77
P - Passenger Car,Nissan,Sentra FE,2009,8356
P - Passenger Car,Nissan,Versa,2007,96
P - Passenger Car,Nissan,Versa,2008,266
P - Passenger Car,Nissan,Versa,2009,14654
P - Passenger Car,Nissan,Versa FE,2009,745
P - Passenger Car,Pontiac,G3,2010,5
P - Passenger Car,Pontiac,G3 (3-Door),2010,8
P - Passenger Car,Pontiac,G3 (5-Door),2010,28
P - Passenger Car,Pontiac,G3 Wave,2009,1099
P - Passenger Car,Pontiac,G3 Wave 5,2009,1023
P - Passenger Car,Pontiac,G5,2009,1913
P - Passenger Car,Pontiac,G5,2010,24
P - Passenger Car,Pontiac,G5 GT,2009,248
P - Passenger Car,Pontiac,G5 GT,2010,3
P - Passenger Car,Pontiac,G5 XFE,2008,21
P - Passenger Car,Pontiac,G5 XFE,2009,310
P - Passenger Car,Pontiac,G5 XFE,2010,6
P - Passenger Car,Pontiac,G5/Pursuit,2007,1
P - Passenger Car,Pontiac,G5/Pursuit,2008,74
P - Passenger Car,Pontiac,G6,2007,5
P - Passenger Car,Pontiac,G6,2008,125
P - Passenger Car,Pontiac,G6,2009,5722
P - Passenger Car,Pontiac,G6,2010,13
P - Passenger Car,Pontiac,G8,2009,1
P - Passenger Car,Pontiac,Solstice,2008,36
P - Passenger Car,Pontiac,Solstice,2009,38
P - Passenger Car,Pontiac,Torrent AWD,2009,12
P - Passenger Car,Pontiac,Torrent FWD,2009,19
P - Passenger Car,Pontiac,UNLISTED,2009,1
P - Passenger Car,Pontiac,Vibe,2008,9
P - Passenger Car,Pontiac,Vibe,2009,2185
P - Passenger Car,Pontiac,Vibe,2010,2607
P - Passenger Car,Saab,9-3 Convertible,2008,1
P - Passenger Car,Saab,9-3 Convertible,2009,10
P - Passenger Car,Saab,9-3 Sport Sedan,2007,1
P - Passenger Car,Saab,9-3 Sport Sedan,2009,46
P - Passenger Car,Saab,9-3 Sport Sedan,2010,1
P - Passenger Car,Saab,9-3 SportCombi,2009,9
P - Passenger Car,Saturn,Astra 2DR Hatchback,2008,328
P - Passenger Car,Saturn,Astra 2DR Hatchback,2009,23
P - Passenger Car,Saturn,Astra 4DR Hatchback,2008,250
P - Passenger Car,Saturn,Astra 4DR Hatchback,2009,20
P - Passenger Car,Saturn,Aura,2008,31
P - Passenger Car,Saturn,Aura,2009,1303
P - Passenger Car,Saturn,Aura,2010,3
P - Passenger Car,Saturn,Aura Hybrid,2007,1
P - Passenger Car,Saturn,Aura Hybrid,2008,3
P - Passenger Car,Saturn,Aura Hybrid,2009,42
P - Passenger Car,Saturn,Outlook AWD,2009,1
P - Passenger Car,Saturn,Outlook FWD,2009,9
P - Passenger Car,Saturn,SKY,2007,1
P - Passenger Car,Saturn,SKY,2008,20
P - Passenger Car,Saturn,SKY,2009,41
P - Passenger Car,Saturn,SKY,2010,1
P - Passenger Car,Saturn,Vue AWD,2009,2
P - Passenger Car,Saturn,Vue FWD,2008,2
P - Passenger Car,Saturn,Vue FWD,2009,43
P - Passenger Car,Saturn,Vue Hybrid,2009,15
P - Passenger Car,Scion,UNLISTED,2009,3
P - Passenger Car,Scion,UNLISTED,2010,1
P - Passenger Car,Scion,tC,2007,1
P - Passenger Car,Scion,tC,2008,45
P - Passenger Car,Scion,tC,2009,592
P - Passenger Car,Scion,tC,2010,873
P - Passenger Car,Scion,xB,2008,38
P - Passenger Car,Scion,xB,2009,1662
P - Passenger Car,Scion,xB,2010,1769
P - Passenger Car,Scion,xD,2008,49
P - Passenger Car,Scion,xD,2009,2298
P - Passenger Car,Scion,xD,2010,322
P - Passenger Car,Subaru,Forester AWD,2008,1
P - Passenger Car,Subaru,Forester AWD,2009,64
P - Passenger Car,Subaru,Forester AWD,2010,136
P - Passenger Car,Subaru,Impreza AWD,2007,4
P - Passenger Car,Subaru,Impreza AWD,2008,71
P - Passenger Car,Subaru,Impreza AWD,2009,1483
P - Passenger Car,Subaru,Impreza AWD,2010,40
P - Passenger Car,Subaru,Impreza Wagon/Outback SPT AWD,2007,3
P - Passenger Car,Subaru,Impreza Wagon/Outback SPT AWD,2008,9
P - Passenger Car,Subaru,Impreza Wagon/Outback SPT AWD,2009,778
P - Passenger Car,Subaru,Impreza Wagon/Outback Sport,2010,32
P - Passenger Car,Subaru,Legacy AWD,2008,6
P - Passenger Car,Subaru,Legacy AWD,2009,462
P - Passenger Car,Subaru,Legacy AWD,2010,983
P - Passenger Car,Subaru,Outback Wagon AWD,2009,58
P - Passenger Car,Subaru,Outback Wagon AWD,2010,83
P - Passenger Car,Subaru,Tribeca AWD,2009,1
P - Passenger Car,Subaru,Tribeca AWD,2010,1
P - Passenger Car,Suzuki,Forenza,2007,1
P - Passenger Car,Suzuki,Forenza,2008,45
P - Passenger Car,Suzuki,Forenza Wagon,2008,11
P - Passenger Car,Suzuki,Grand Vitara,2009,4
P - Passenger Car,Suzuki,Grand Vitara 4WD,2009,14
P - Passenger Car,Suzuki,Grand Vitara AWD,2008,1
P - Passenger Car,Suzuki,Reno,2008,12
P - Passenger Car,Suzuki,SX4,2008,16
P - Passenger Car,Suzuki,SX4,2009,115
P - Passenger Car,Suzuki,SX4 AWD,2007,3
P - Passenger Car,Suzuki,SX4 AWD,2008,28
P - Passenger Car,Suzuki,SX4 AWD,2009,1321
P - Passenger Car,Suzuki,SX4 AWD,2010,3
P - Passenger Car,Suzuki,SX4 Sedan,2008,48
P - Passenger Car,Suzuki,SX4 Sedan,2009,268
P - Passenger Car,Suzuki,SX4 Sedan,2010,1
P - Passenger Car,Suzuki,SX4 Sport,2009,369
P - Passenger Car,Suzuki,SX4 Sport,2010,1
P - Passenger Car,Suzuki,XL7 AWD,2007,1
P - Passenger Car,Suzuki,XL7 AWD,2009,5
P - Passenger Car,Suzuki,XL7 FWD,2009,2
P - Passenger Car,Toyota,4Runner 2WD,2009,4
P - Passenger Car,Toyota,4Runner 4WD,2008,1
P - Passenger Car,Toyota,4Runner 4WD,2009,1
P - Passenger Car,Toyota,Avalon,2007,1
P - Passenger Car,Toyota,Avalon,2008,88
P - Passenger Car,Toyota,Avalon,2009,746
P - Passenger Car,Toyota,Avalon,2010,82
P - Passenger Car,Toyota,Camry,2007,2
P - Passenger Car,Toyota,Camry,2008,19
P - Passenger Car,Toyota,Camry,2009,1142
P - Passenger Car,Toyota,Camry,2010,23258
P - Passenger Car,Toyota,Camry Hybrid,2007,3
P - Passenger Car,Toyota,Camry Hybrid,2008,3
P - Passenger Car,Toyota,Camry Hybrid,2009,1423
P - Passenger Car,Toyota,Camry Hybrid,2010,364
P - Passenger Car,Toyota,Camry Solara,2008,43
P - Passenger Car,Toyota,Corolla,2007,4
P - Passenger Car,Toyota,Corolla,2008,20
P - Passenger Car,Toyota,Corolla,2009,1939
P - Passenger Car,Toyota,Corolla,2010,26486
P - Passenger Car,Toyota,Highlander 2WD,2008,1
P - Passenger Car,Toyota,Highlander 2WD,2009,47
P - Passenger Car,Toyota,Highlander 4WD,2009,40
P - Passenger Car,Toyota,Highlander Hybrid 4WD,2007,1
P - Passenger Car,Toyota,Highlander Hybrid 4WD,2009,27
P - Passenger Car,Toyota,Matrix,2008,1
P - Passenger Car,Toyota,Matrix,2009,1570
P - Passenger Car,Toyota,Matrix,2010,664
P - Passenger Car,Toyota,Prius,2007,1
P - Passenger Car,Toyota,Prius,2008,4
P - Passenger Car,Toyota,Prius,2009,319
P - Passenger Car,Toyota,Prius,2010,14180
P - Passenger Car,Toyota,RAV4 2WD,2009,111
P - Passenger Car,Toyota,RAV4 4WD,2009,140
P - Passenger Car,Toyota,RAV4 4WD,2010,1
P - Passenger Car,Toyota,Sienna 2WD,2009,10
P - Passenger Car,Toyota,Sienna 2WD,2010,25
P - Passenger Car,Toyota,Sienna 4WD,2008,1
P - Passenger Car,Toyota,Sienna 4WD,2009,1
P - Passenger Car,Toyota,Sienna 4WD,2010,10
P - Passenger Car,Toyota,Tacoma 2WD,2009,23
P - Passenger Car,Toyota,Tacoma 2WD,2010,5
P - Passenger Car,Toyota,Tacoma 4WD,2009,17
P - Passenger Car,Toyota,Tacoma 4WD,2010,1
P - Passenger Car,Toyota,Tundra 2WD,2010,4
P - Passenger Car,Toyota,Tundra 4WD,2010,4
P - Passenger Car,Toyota,Tundra 4WD FFV,2010,1
P - Passenger Car,Toyota,UNLISTED,2009,4
P - Passenger Car,Toyota,Venza,2009,183
P - Passenger Car,Toyota,Venza AWD,2009,116
P - Passenger Car,Toyota,Yaris,2007,11
P - Passenger Car,Toyota,Yaris,2008,63
P - Passenger Car,Toyota,Yaris,2009,4382
P - Passenger Car,Toyota,Yaris,2010,27
P - Passenger Car,Volkswagen,CC,2009,273
P - Passenger Car,Volkswagen,CC,2010,120
P - Passenger Car,Volkswagen,Eos,2008,4
P - Passenger Car,Volkswagen,Eos,2009,323
P - Passenger Car,Volkswagen,Eos,2010,5
P - Passenger Car,Volkswagen,GTI,2007,1
P - Passenger Car,Volkswagen,GTI,2008,6
P - Passenger Car,Volkswagen,GTI,2009,414
P - Passenger Car,Volkswagen,GTI,2010,3
P - Passenger Car,Volkswagen,Golf,2010,1
P - Passenger Car,Volkswagen,Jetta,2007,5
P - Passenger Car,Volkswagen,Jetta,2008,22
P - Passenger Car,Volkswagen,Jetta,2009,5636
P - Passenger Car,Volkswagen,Jetta,2010,360
P - Passenger Car,Volkswagen,Jetta SportWagen,2008,20
P - Passenger Car,Volkswagen,Jetta SportWagen,2009,1952
P - Passenger Car,Volkswagen,Jetta SportWagen,2010,40
P - Passenger Car,Volkswagen,New Beetle,2007,1
P - Passenger Car,Volkswagen,New Beetle,2008,16
P - Passenger Car,Volkswagen,New Beetle,2009,301
P - Passenger Car,Volkswagen,New Beetle,2010,2
P - Passenger Car,Volkswagen,New Beetle Convertible,2008,11
P - Passenger Car,Volkswagen,New Beetle Convertible,2009,159
P - Passenger Car,Volkswagen,New Beetle Convertible,2010,1
P - Passenger Car,Volkswagen,Passat,2008,14
P - Passenger Car,Volkswagen,Passat,2009,374
P - Passenger Car,Volkswagen,Passat,2010,2
P - Passenger Car,Volkswagen,Passat CC,2009,49
P - Passenger Car,Volkswagen,Passat CC,2010,9
P - Passenger Car,Volkswagen,Passat Wagon,2007,1
P - Passenger Car,Volkswagen,Passat Wagon,2008,3
P - Passenger Car,Volkswagen,Passat Wagon,2009,107
P - Passenger Car,Volkswagen,Passat Wagon,2010,5
P - Passenger Car,Volkswagen,Rabbit,2008,17
P - Passenger Car,Volkswagen,Rabbit,2009,534
P - Passenger Car,Volkswagen,Routan,2010,1
P - Passenger Car,Volkswagen,Routan FWD,2009,21
P - Passenger Car,Volkswagen,Tiguan,2009,25
P - Passenger Car,Volkswagen,Tiguan,2010,2
P - Passenger Car,Volkswagen,Tiguan 4motion,2009,18
P - Passenger Car,Volkswagen,Tiguan 4motion,2010,1
P - Passenger Car,Volkswagen,Touareg,2009,1
P - Passenger Car,Volkswagen,UNLISTED,2010,1
P - Passenger Car,Volvo,C30 FWD,2008,12
P - Passenger Car,Volvo,C30 FWD,2009,191
P - Passenger Car,Volvo,C30 FWD,2010,8
P - Passenger Car,Volvo,C70 FWD,2010,11
P - Passenger Car,Volvo,S40 AWD,2009,1
P - Passenger Car,Volvo,S40 AWD,2010,1
P - Passenger Car,Volvo,S40 FWD,2007,1
P - Passenger Car,Volvo,S40 FWD,2008,4
P - Passenger Car,Volvo,S40 FWD,2009,154
P - Passenger Car,Volvo,S40 FWD,2010,9
P - Passenger Car,Volvo,S60 AWD,2009,2
P - Passenger Car,Volvo,S60 FWD,2008,6
P - Passenger Car,Volvo,S60 FWD,2009,210
P - Passenger Car,Volvo,UNLISTED,2009,3
P - Passenger Car,Volvo,V50 AWD,2009,1
P - Passenger Car,Volvo,V50 FWD,2007,2
P - Passenger Car,Volvo,V50 FWD,2008,1
P - Passenger Car,Volvo,V50 FWD,2009,64
P - Passenger Car,Volvo,V50 FWD,2010,4
P - Passenger Car,Volvo,XC 60 AWD,2010,2
P - Passenger Car,Volvo,XC 60 FWD,2010,2
P - Passenger Car,Volvo,XC 70 AWD,2009,7
P - Passenger Car,smart,UNLISTED,2009,2
P - Passenger Car,smart,fortwo convertible,2008,9
P - Passenger Car,smart,fortwo convertible,2009,168
P - Passenger Car,smart,fortwo coupe,2008,13
P - Passenger Car,smart,fortwo coupe,2009,913
