year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage
2015,600000,35000,1,1,1,1,18.6
2016,300000,34000,1,1,1,1,23.01
2017,819999,50000,2,1,1,1,19.87
2015,500000,70000,1,1,1,1,18.6
2016,515000,68609,2,2,1,1,22.7
2018,925000,33360,2,2,1,1,22.77
2019,1460000,5000,2,1,1,1,17.3
2019,2700000,10000,2,1,2,1,13.8
2017,830000,35000,2,1,1,1,21.5
2019,975000,30000,2,1,1,1,23.0
2018,620000,15000,1,1,1,1,20.4
2019,860000,14317,1,2,1,1,14.23
2018,430000,5000,1,1,1,2,20.63
2019,1227000,5000,1,1,2,1,18.0
2017,860000,28000,1,1,1,1,17.8
2018,950000,40000,2,1,1,1,23.0
2017,500000,62960,2,2,1,1,25.83
2019,1700000,16500,1,2,2,1,13.96
2018,650000,50000,2,1,1,1,28.4
2015,562000,60000,2,1,1,1,27.39
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2015,590000,80000,2,1,1,1,25.01
2016,350000,120000,2,1,1,2,24.4
2017,484999,30000,1,1,1,1,20.89
2015,240000,110000,2,1,1,2,19.1
2017,300000,80000,1,1,1,1,24.7
2016,750000,80000,2,1,1,1,28.09
2016,574000,35000,1,1,1,2,20.85
2016,1100000,94000,2,1,1,1,19.67
2019,500000,10000,1,1,1,1,21.4
2016,370000,90000,2,1,1,1,19.09
2019,600000,5200,1,1,1,1,20.3
2016,750000,50000,1,1,2,1,18.0
2017,600000,5000,1,1,1,1,18.9
2018,550000,10500,1,1,1,1,18.15
2018,950000,26000,2,1,1,1,19.6
2015,800000,25000,1,1,1,1,15.85
2015,700000,25000,1,1,1,1,15.85
2018,310000,13000,1,1,1,1,24.7
2015,625000,50000,2,1,1,1,26.59
2016,600000,25000,1,1,1,1,17.19
2019,700000,5000,1,1,1,1,23.87
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2015,750000,70000,2,1,1,1,19.01
2015,484999,100000,2,1,1,1,15.96
2017,860000,28000,1,1,1,1,17.8
2018,650000,50000,2,1,1,1,28.4
2016,710000,40000,2,1,1,1,24.8
2017,430000,113000,2,1,1,1,25.83
2017,660000,67000,2,1,1,2,18.49
2015,1100000,50000,1,1,1,1,14.28
2017,625000,34000,2,1,2,1,22.0
2017,550000,10000,1,1,2,1,18.9
2018,475000,30000,1,1,1,1,21.63
2016,3100000,90000,2,1,2,1,15.04
2019,750000,6500,1,1,2,1,21.21
2015,570000,120000,2,1,1,2,23.59
2015,2600000,100000,2,1,2,2,15.26
2018,700000,63000,2,1,1,1,15.3
2016,1850000,40000,2,1,2,2,17.9
2015,685000,109000,2,2,1,1,22.7
2015,565000,114000,2,2,1,1,25.2
2017,1600000,33000,1,2,2,2,14.7
2016,1950000,45000,2,2,2,2,16.38
2018,535000,31000,1,2,2,1,24.04
2018,500000,31000,1,2,1,1,23.01
2016,434999,55000,1,2,1,1,20.52
2018,250000,55000,1,2,2,1,21.9
2015,425000,75000,1,2,1,1,20.52
2019,2700000,10000,2,1,2,1,13.8
2018,950000,40000,2,1,1,1,23.0
2019,1140000,10000,2,1,2,1,21.5
2017,980000,53000,2,1,1,1,17.6
2017,1920000,20000,2,1,1,2,16.3
2020,808000,5000,1,1,1,1,18.24
2016,512000,10500,1,1,1,1,18.16
2015,700000,35000,2,1,1,1,21.14
2016,750000,80000,2,1,1,1,24.3
2017,395000,25000,1,1,1,1,21.63
2017,675000,5000,1,1,1,1,18.6
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2015,180000,35000,1,1,1,2,22.74
2018,810000,29700,2,1,1,1,25.1
2018,671000,20000,1,1,2,1,18.6
2018,295000,20000,1,1,1,1,24.7
2017,850000,40000,2,1,1,1,24.52
2015,600000,90000,1,1,1,1,16.02
2015,600000,80000,2,1,1,1,15.96
2019,500000,10000,1,1,1,1,19.02
2018,565000,10000,1,1,2,1,20.3
2018,900000,40000,2,1,1,1,23.0
2017,650000,120000,2,1,1,1,16.5
2018,800000,35000,2,1,1,1,28.4
2015,575000,60000,2,1,1,1,22.54
2016,550000,40000,1,1,2,1,17.01
2017,750000,37000,2,1,1,1,23.0
2018,625000,22000,1,1,1,1,21.4
2018,799000,60000,2,1,1,2,22.54
2017,850000,27000,1,1,1,1,20.73
2015,400000,60000,1,1,1,1,23.1
2018,900000,35000,2,1,1,1,16.55
2015,800000,70000,2,1,1,1,15.4
2015,250999,43000,1,1,1,2,21.1
2016,450000,64000,1,1,1,1,20.4
2017,575000,96000,2,1,1,1,19.87
2019,480000,7600,1,1,1,1,21.63
2019,490000,7000,1,1,1,1,21.63
2017,600000,50000,2,1,1,1,22.95
2015,500000,50000,2,1,1,2,24.4
2015,425000,80000,2,1,1,1,23.0
2015,1030000,190000,2,1,1,1,12.99
2015,360000,34000,1,1,1,1,20.51
2019,975000,30000,2,1,1,1,23.0
2019,1227000,5000,1,1,2,1,18.0
2018,675000,24265,1,2,1,1,18.7
2015,550000,240000,2,1,1,1,19.98
2019,350000,15000,1,1,1,1,25.17
2016,1490000,56900,2,1,1,2,13.68
2017,550000,120000,2,1,1,1,25.8
2016,650000,50000,2,1,2,2,26.59
2016,700000,40000,2,1,1,1,22.54
2015,650000,110000,2,1,1,3,20.77
2015,1300000,48000,2,1,1,2,19.67
2016,1350000,97000,2,1,2,1,16.96
2016,1000000,60000,2,1,2,1,22.15
2018,1080000,12800,1,1,2,1,17.8
2017,610000,49000,2,1,1,1,28.4
2016,260000,65000,1,1,1,2,22.74
2015,700000,20000,2,1,1,1,20.4
2018,678000,17000,1,1,1,1,18.78
2015,800000,15000,2,1,1,1,23.65
2016,520000,29000,1,1,1,1,18.6
2017,850000,55000,2,1,2,1,19.61
2015,300000,40000,1,1,1,1,23.95
2019,892000,10000,2,1,1,1,24.3
2016,620000,90000,2,1,1,1,28.09
2017,750000,90000,2,1,1,1,24.3
2016,270000,35000,1,1,1,1,22.74
2018,570000,20000,1,1,1,1,18.9
2019,600000,7500,1,1,2,1,21.21
2015,80000,60000,1,1,1,1,23.9
2016,300000,40800,1,1,1,1,21.1
2015,300000,70000,1,1,1,1,17.57
2016,400000,100000,1,1,1,1,18.15
2016,550000,8588,1,1,1,1,22.0
2019,1200000,40000,2,1,1,1,25.6
2015,500000,60000,2,1,1,1,25.83
2018,670000,150000,2,1,1,1,23.59
2017,370000,30000,1,1,1,1,23.95
2016,425000,50000,1,1,1,1,19.81
2016,850000,35000,2,1,1,1,24.52
2018,750000,22000,2,1,1,1,21.03
2017,700000,70000,2,1,1,1,25.5
2016,480000,56000,2,1,1,1,24.0
2016,475000,50000,2,1,1,1,22.95
2015,610000,120000,2,1,1,1,21.14
2017,800000,70000,2,1,1,1,25.5
2015,520000,120000,2,1,1,1,11.57
2018,1000000,70000,2,1,1,1,25.1
2015,700000,120000,2,1,1,2,20.77
2017,590000,70000,2,1,1,2,25.8
2017,725000,100000,2,1,1,2,18.49
2017,1680000,157000,2,1,1,1,13.68
2015,550000,50000,2,1,1,1,26.59
2017,670000,50000,2,1,1,1,27.3
2015,550000,110000,2,1,1,1,26.59
2015,400000,30000,1,1,1,1,23.1
2015,599000,70000,1,1,1,1,16.02
2016,725000,100000,2,1,1,1,21.38
2015,525000,120000,1,1,1,2,17.4
2016,380000,90000,2,1,1,2,24.0
2018,350000,25000,1,1,1,1,20.3
2017,950000,35000,1,1,1,1,17.4
2017,894999,35000,1,1,1,1,17.8
2016,550000,76000,2,1,1,1,26.59
2016,800000,90000,2,1,1,1,16.0
2019,694000,35000,2,1,1,1,28.4
2016,861999,120000,2,1,2,1,16.0
2017,650000,50000,2,1,1,1,25.8
2017,800000,51146,2,1,1,1,24.3
2017,760000,50000,2,1,1,1,24.3
2015,416000,80000,2,1,1,1,20.14
2017,325000,23000,1,1,1,1,24.7
2018,675000,23000,2,1,1,1,28.4
2016,340000,30000,1,1,1,2,20.51
2015,300000,50000,1,1,1,1,22.74
2019,1000000,15000,1,1,1,1,19.01
2018,600000,40000,1,1,1,1,19.0
2018,850000,120000,2,1,1,2,17.0
2018,900000,50000,2,1,2,2,24.3
2019,509999,5000,1,1,1,1,20.3
2015,280000,55000,1,1,1,1,20.36
2016,490000,100000,2,1,1,1,27.28
2015,590000,70000,1,1,1,3,17.19
2015,600000,40000,2,1,1,1,22.77
2016,750000,70000,2,1,1,1,15.4
2017,2950000,39000,2,2,2,1,19.59
2019,5200000,10000,2,2,2,1,18.12
2019,695000,36800,2,2,1,1,20.14
2018,690000,52200,2,2,1,1,26.59
2016,409999,78000,2,2,1,1,24.0
2020,1650000,16000,2,2,1,1,17.0
2016,2375000,30000,2,2,2,1,15.73
2017,525000,29000,2,2,1,2,24.0
2019,2150000,25000,2,2,1,1,16.3
2017,2750000,60000,2,2,2,2,12.55
2016,1000000,112000,2,2,1,2,15.4
2018,2900000,15000,2,2,2,1,18.25
2017,725000,40000,2,2,1,1,18.49
2018,975000,36000,2,2,1,1,28.09
2016,355000,60000,1,2,1,1,21.79
2015,265000,48000,1,2,1,1,24.7
2018,650000,40000,2,2,1,1,20.14
2017,720000,60000,2,1,1,1,28.09
2016,850000,25000,1,1,1,1,17.01
2015,290000,42000,1,1,1,1,23.95
2016,600000,90000,2,1,2,2,18.49
2016,800000,80000,2,1,1,1,21.19
2017,1465000,62000,2,2,2,1,11.36
2016,925000,79000,2,2,1,1,19.67
2016,1385000,60000,2,2,1,2,13.68
2015,2000000,20000,2,1,1,1,12.55
2016,780000,50000,2,1,1,2,24.52
2015,375000,80000,2,1,1,1,15.96
2019,786000,7720,1,1,1,1,20.0
2016,750000,100000,2,1,1,1,20.8
2016,550000,57882,1,1,1,1,18.6
2018,875000,142000,2,1,1,1,14.1
2018,890000,140000,2,1,1,3,14.1
2015,700000,35000,1,1,1,1,16.02
2015,550000,30000,2,1,1,1,15.96
2018,400000,10000,1,1,1,1,19.83
2015,290000,30000,1,1,1,2,23.1
2015,300000,35000,1,1,1,2,15.37
2017,270000,31100,1,2,1,1,22.7
2018,1000000,30000,2,1,2,1,22.0
2017,2600000,44000,2,2,2,1,22.69
2017,1850000,18890,2,2,2,1,11.36
2019,500000,5000,1,1,1,1,20.3
2019,625000,4337,1,2,2,1,18.9
2018,560000,14495,1,2,1,1,18.78
2018,680000,8576,1,2,1,1,18.7
2019,700000,30000,2,1,1,1,28.4
2017,450000,70000,2,1,1,1,19.09
2017,525000,19723,1,2,2,1,20.3
2018,5500000,22000,2,1,2,1,17.09
2017,875000,30000,2,2,2,1,28.4
2019,785000,9000,1,2,1,1,18.6
2017,819999,30000,1,2,1,1,17.5
2016,2950000,60000,2,2,2,1,21.76
2016,1925000,27000,2,2,1,1,13.68
2017,885000,39000,2,2,1,1,25.5
2015,680000,64000,1,2,2,1,16.05
2017,960000,42000,2,2,1,1,23.0
2019,1650000,15000,2,2,1,1,17.0
2018,890000,55000,2,2,1,1,18.49
2015,1275000,64000,2,2,2,1,11.4
2018,6000000,27000,2,2,2,1,17.09
2019,1025000,15000,1,2,2,1,20.28
2016,675000,69000,1,2,2,1,17.2
2017,700000,80000,1,2,1,1,22.0
2016,780000,60000,2,2,1,1,22.77
2017,1050000,70000,2,2,1,1,22.32
2015,2700000,105000,2,2,2,2,13.22
2016,400000,100000,2,1,1,1,22.95
2018,1300000,35000,2,1,1,1,17.6
2018,819999,11500,2,1,1,1,18.49
2015,620000,40000,2,1,2,1,18.49
2018,260000,50000,1,1,1,1,23.01
2016,805000,49900,1,2,1,1,16.3
2015,484999,55380,1,2,1,1,18.9
2017,2711000,9000,2,2,2,1,13.6
2018,811000,11000,1,2,1,1,17.0
2015,575000,50000,1,1,2,1,19.0
2018,1675000,80000,2,1,1,1,17.1
2016,645000,11000,1,2,2,1,14.3
2015,2500000,13500,2,2,2,1,14.74
2018,2550000,18000,1,2,2,1,15.04
2017,2700000,16000,1,2,2,1,14.74
2017,650000,18816,1,2,1,1,17.0
2017,1748999,33019,2,2,1,1,13.68
2017,925000,18000,1,2,2,1,15.6
2019,894999,9654,1,2,2,1,19.56
2016,1525000,42163,2,2,2,2,11.36
2017,810000,47747,2,2,1,1,28.09
2018,1025000,8000,2,2,2,1,21.5
2016,2150000,30000,2,2,2,1,22.69
2016,300000,60000,2,1,1,2,17.88
2015,490000,45900,1,1,1,2,18.6
2018,750000,30000,2,1,1,1,22.54
2019,1100000,50000,2,1,1,2,21.9
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2016,380000,80000,2,1,1,2,24.4
2016,400000,130000,2,1,1,1,25.32
2017,800000,50000,2,1,1,1,21.04
2018,950000,80000,2,1,1,1,23.0
2020,350000,5000,1,1,1,1,22.05
2017,530000,59000,1,1,1,1,18.15
2016,240000,45000,1,1,1,2,25.17
2016,850000,100000,2,1,1,1,24.3
2018,2064000,24000,2,1,1,1,13.68
2018,950000,25000,2,1,1,1,25.1
2017,660000,30000,2,1,1,1,25.2
2018,750000,15000,1,1,2,1,18.1
2015,790000,126000,2,1,1,3,21.43
2015,650000,94000,2,1,1,2,24.5
2015,780000,129000,2,1,1,3,21.43
2019,869999,40000,2,1,1,1,23.0
2017,630000,25000,1,1,1,2,18.6
2016,315000,25000,1,1,1,1,22.74
2018,825000,35000,2,1,1,1,24.3
2016,650000,60000,2,1,1,2,14.1
2017,680000,80000,2,1,1,1,22.54
2017,670000,80000,2,1,1,1,22.54
2018,750000,25000,2,1,1,1,28.4
2016,700000,90000,2,1,2,1,26.59
2016,220000,22000,1,1,2,1,21.9
2015,1000000,24700,2,1,1,1,16.0
2019,500000,10000,1,1,1,1,20.89
2017,1100000,88754,2,2,1,1,16.0
2017,1150000,43526,2,2,1,1,16.0
2019,950000,16034,2,2,1,1,21.7
2017,600000,20000,2,1,1,1,27.39
2017,509999,46000,1,1,1,1,22.0
2016,395000,50000,1,1,1,3,15.41
2018,469000,5000,1,1,1,1,21.79
2017,250000,42000,1,1,1,1,24.7
2019,906000,30000,2,1,1,1,23.0
2018,450000,22966,1,2,1,1,23.84
2018,797000,60000,2,1,1,1,16.5
2019,800000,35000,1,1,1,1,18.6
2019,750000,59872,2,1,1,1,15.96
2016,700000,91182,2,1,1,1,15.96
2017,421000,59500,1,1,1,2,23.1
2016,950000,45000,2,1,1,1,24.3
2016,950000,46000,2,1,1,2,24.3
2015,1900000,130000,2,1,2,1,12.55
2017,550000,23456,1,2,1,1,18.9
2015,1225000,39000,2,2,1,1,16.0
2017,700000,15000,1,1,1,1,17.5
2017,1650000,69123,2,2,1,1,17.1
2017,875000,77524,2,2,1,1,22.7
2018,755000,39000,2,2,1,1,28.4
2015,1050000,120000,2,1,1,2,15.1
2018,800000,25000,1,1,2,1,21.4
2015,600000,31000,2,1,1,2,25.2
2017,530000,42000,1,1,1,1,21.4
2015,450000,80000,1,1,1,1,20.85
2018,450000,35000,1,1,1,1,20.3
2019,600000,5000,1,1,1,1,20.0
2016,610000,110000,2,1,1,1,24.3
2017,690000,20000,1,1,1,1,18.6
2018,790000,15000,1,1,1,1,17.0
2016,500000,41000,1,1,1,1,18.7
2015,515000,120000,2,1,1,2,20.34
2015,600000,80000,2,1,1,2,23.9
2019,675000,25000,2,1,1,1,28.4
2015,1000000,24700,2,1,1,1,16.0
2019,500000,10000,1,1,1,1,20.89
2017,550000,25000,1,1,1,1,18.9
2017,891000,80000,2,1,1,1,15.4
2015,1050000,70000,2,1,1,1,12.99
2018,750000,15000,1,1,1,1,21.1
2016,700000,70000,2,1,1,1,28.09
2015,670000,120000,2,1,1,1,24.2
2017,370000,40000,1,1,1,1,20.89
2019,600000,20000,1,1,2,1,21.4
2020,810000,15000,2,1,1,1,24.3
2019,346000,16000,1,1,1,1,23.84
2016,330000,60000,1,1,1,1,15.37
2017,800000,55000,2,1,1,1,24.52
2015,340000,40000,2,1,1,2,27.62
2016,900000,50000,2,1,1,1,24.52
2018,465000,30000,1,1,1,1,20.51
2016,400000,24177,1,1,1,1,17.57
2015,415000,120000,2,1,1,2,21.04
2017,600000,56000,2,1,1,1,27.39
2018,459999,12000,1,1,1,1,20.4
2017,800000,15381,2,1,1,1,24.3
2018,350000,10000,1,1,1,1,23.95
2019,1800000,10000,2,1,1,1,16.0
2018,640000,25000,1,1,2,1,22.0
2017,350000,50000,1,1,2,1,20.51
2018,600000,30000,1,1,1,1,17.0
2015,575000,23000,2,1,1,1,23.9
2019,974000,15000,2,1,1,1,16.55
2018,445000,5000,1,1,2,2,20.51
2015,580000,15000,2,1,1,2,20.77
2020,1050000,20000,2,1,1,1,22.1
2015,600000,50000,2,1,1,1,22.77
2017,370000,40000,1,1,1,2,18.16
2017,483000,15000,1,1,1,1,23.1
2016,470000,10000,1,1,1,1,18.9
2018,950000,25000,2,1,1,1,24.3
2020,600000,5000,1,1,2,1,20.89
2018,340000,120000,1,1,1,1,20.3
2019,960000,20000,1,1,1,1,17.0
2019,565000,7000,1,1,1,1,18.78
2017,390000,70000,1,1,1,1,15.37
2017,600000,30000,2,1,1,1,25.83
2018,1757000,24000,2,1,1,1,17.1
2015,600000,70000,2,1,1,2,27.39
2018,515000,35000,1,1,1,1,24.0
2017,800000,70000,2,1,1,2,23.65
2017,2711000,9000,2,2,2,1,13.6
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2015,503000,110000,2,1,1,1,14.1
2019,3800000,20000,2,1,2,1,18.0
2018,740000,38817,2,2,1,1,27.39
2018,600000,69779,1,2,2,1,22.0
2017,450000,56290,2,2,1,1,24.0
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2016,645000,11000,1,2,2,1,14.3
2018,2475000,2000,2,2,2,1,16.8
2017,475000,40000,1,1,1,1,20.51
2015,400000,20000,1,1,2,1,20.51
2015,350000,40000,1,1,1,2,20.51
2017,625000,34000,2,1,1,2,28.4
2018,550000,10000,1,1,1,1,20.3
2015,550000,80000,2,1,1,2,15.96
2016,412000,25000,1,1,1,1,18.9
2017,350000,60000,1,1,1,1,23.84
2015,2000000,20000,2,1,1,1,12.55
2015,610000,90000,2,1,1,1,22.77
2016,2500000,30000,1,1,2,2,15.71
2017,620000,61000,2,1,1,1,26.59
2018,450000,80000,1,1,1,1,20.62
2017,1150000,27000,2,1,1,2,19.67
2018,500000,60000,1,1,1,1,18.15
2016,725000,30000,2,1,1,1,21.7
2018,700000,45000,2,1,1,1,28.4
2017,605000,127000,2,1,1,1,28.4
2017,800000,70000,2,1,1,1,24.52
2017,1300000,40000,2,1,2,1,17.6
2018,560000,18000,2,1,1,1,21.66
2017,650000,70000,2,1,1,1,24.3
2018,1150000,29000,2,1,1,1,15.1
2016,480000,65755,1,1,1,1,21.4
2019,960000,2600,2,1,1,1,23.0
2017,1050000,46000,2,1,2,1,16.0
2017,310000,15000,1,1,1,2,21.1
2017,350000,15500,1,1,2,1,23.95
2015,365000,120000,2,1,1,1,25.8
2019,925000,40000,2,1,1,1,17.3
2018,590000,15000,1,1,1,1,18.16
2017,850000,50000,2,1,2,1,19.6
2019,1200000,20000,2,1,2,1,22.0
2018,700000,35000,2,1,1,1,24.0
2017,880000,50000,2,1,1,1,19.6
2018,320000,20000,1,1,1,1,23.01
2015,550000,60000,2,1,1,1,20.45
2016,3200000,40000,2,1,2,1,18.12
2017,645000,60000,2,1,1,1,18.49
2015,300000,110000,1,1,1,1,20.51
2016,580000,152000,2,1,1,1,21.19
2018,850000,50000,1,1,1,1,17.0
2016,350000,60000,1,1,1,1,18.16
2016,1200000,90000,2,1,1,1,12.99
2017,550000,20000,1,1,1,1,17.0
2015,880000,120000,2,1,1,2,19.67
2016,660000,110000,2,1,1,1,21.19
2015,450000,40000,1,1,1,1,17.57
2019,1300000,20000,2,1,1,1,16.36
2015,500000,45000,1,1,1,1,17.19
2016,400000,25000,1,1,1,1,17.57
2018,380000,19000,1,1,1,1,20.51
2019,579000,10000,1,1,1,1,21.4
2019,400000,25000,1,1,1,1,18.15
2017,475000,20000,1,1,1,1,23.84
2018,850000,48000,2,1,1,1,19.87
2017,850000,43000,2,1,1,1,24.52
2018,500000,25000,1,1,1,1,20.3
2016,385000,26000,1,1,1,2,20.51
2016,700000,20000,1,1,1,1,20.73
2017,725000,60000,2,1,1,1,28.4
2019,690000,1303,1,2,1,1,17.8
2018,3975000,31800,2,2,2,1,17.01
2019,5150000,20000,1,2,2,1,22.37
2017,3200000,45000,2,2,2,1,19.33
2017,4100000,17000,1,1,2,1,9.5
2019,5400000,7500,2,2,2,1,16.78
2019,5500000,8500,2,2,2,1,16.78
2018,2475000,2000,2,2,2,1,16.8
2019,5200000,17000,1,2,2,1,15.0
2019,4500000,21000,2,2,2,1,12.83
2017,6000000,37000,2,2,2,1,13.5
2018,4000000,10000,2,2,2,1,22.48
2019,1125000,3500,1,2,2,1,18.15
2016,1898999,46000,2,2,2,1,18.25
2017,1650000,52000,1,2,2,1,12.0
2019,450000,25000,1,1,1,1,20.3
2020,650000,7300,1,1,1,1,21.01
2018,750000,25000,2,1,1,1,28.09
2017,500000,35000,2,1,1,1,25.32
2017,575000,70000,2,1,1,2,22.54
2015,484999,30000,2,1,1,1,25.2
2015,484999,30000,2,1,1,1,25.2
2017,655000,70000,2,1,1,1,28.4
2016,500000,30000,2,1,1,1,27.3
2016,300000,15000,1,1,1,1,18.6
2018,650000,21000,2,1,1,1,25.83
2016,475000,25000,1,1,1,1,18.7
2017,450000,30000,1,1,1,1,23.84
2019,754000,10000,2,1,1,1,28.4
2018,725000,15000,2,1,1,1,28.4
2018,475000,7800,1,1,1,1,20.3
2016,350000,30000,1,1,1,1,23.84
2016,482000,50000,1,1,1,1,20.4
2017,380000,30000,1,1,1,1,23.84
2016,310000,30000,1,1,1,1,18.6
2018,900000,30000,1,1,2,1,14.99
2017,750000,39000,1,1,1,1,17.01
2019,420000,15000,1,1,1,1,23.01
2019,670000,5000,1,1,1,1,19.5
2016,420000,9750,1,1,1,2,19.81
2016,1800000,110000,2,1,1,1,13.68
2018,900000,35000,1,1,1,1,17.5
2015,1200000,10000,2,1,1,1,15.1
2018,1525000,46000,2,1,1,1,15.1
2015,210000,50000,1,1,1,2,22.74
2016,1700000,110000,2,1,1,2,13.68
2015,800000,50000,1,1,1,1,17.4
2018,750000,50000,2,1,1,1,16.5
2019,562000,5000,1,1,1,1,18.9
2015,401000,74000,2,1,1,2,24.4
2019,750000,6500,1,1,2,1,21.21
2018,217000,25000,1,1,1,1,22.7
2018,670000,35000,2,1,1,1,22.71
2020,737000,10000,1,1,2,1,18.76
2017,675000,127991,2,2,1,1,25.5
2018,889000,20000,2,1,1,1,28.09
2016,400000,60000,1,1,1,1,17.0
2018,390000,13120,1,1,1,1,25.17
2017,1550000,87500,2,1,1,1,17.1
2018,800000,25000,1,1,2,1,17.4
2015,795000,35000,1,1,1,1,17.01
2016,735000,25000,2,1,1,1,22.54
2018,400000,25000,1,1,2,1,24.04
2015,600000,125000,2,1,1,1,21.04
2016,720000,80000,2,1,1,1,21.19
2018,750000,15000,1,1,2,1,17.4
2015,1100000,70000,2,1,1,1,15.4
2019,711000,5000,1,1,1,1,21.4
2016,285000,75000,1,1,1,1,23.95
2020,749000,5500,1,1,1,1,21.01
2016,550000,80000,2,1,1,2,19.64
2017,625000,70000,2,1,1,1,27.39
2017,650000,80000,1,1,1,2,17.19
2016,631000,75000,2,1,1,2,26.59
2017,600000,40000,1,1,1,2,20.3
2019,670000,2000,2,1,1,1,27.28
2015,350000,38000,1,1,2,2,23.95
2017,375000,20000,1,2,2,1,22.0
2015,575000,16000,1,2,1,1,19.1
2015,540000,35000,1,2,1,2,17.7
2017,600000,34000,1,2,1,2,21.4
2017,957000,60000,2,1,1,1,21.38
2018,320000,35000,1,1,1,1,22.5
2016,300000,15000,1,1,1,1,23.95
2019,1450000,10000,2,1,1,1,17.3
2019,1200000,25000,2,1,1,1,20.0
2019,834000,13000,2,1,1,1,22.54
2017,450000,80000,2,1,1,1,27.28
2019,900000,20000,2,1,1,1,28.4
2017,250000,35000,1,1,1,2,20.3
2015,459999,60000,2,1,1,2,20.5
2016,825000,35000,2,1,1,2,22.77
2016,710000,71000,2,1,1,1,27.39
2016,425000,70000,2,1,1,1,23.2
2016,1150000,154000,2,1,1,1,19.67
2016,675000,120000,2,1,1,2,26.59
2016,380000,39000,1,1,1,3,20.51
2018,450000,90000,2,1,1,1,27.28
2017,745000,35000,2,1,1,1,28.4
2016,509999,120000,2,1,1,1,24.4
2017,669000,60000,2,1,1,1,28.4
2019,509999,40000,1,1,1,1,20.14
2016,616000,112000,2,1,1,1,22.54
2015,700000,140000,2,1,1,2,25.1
2017,470000,30000,1,1,1,1,18.9
2019,900000,40000,2,1,1,1,24.3
2016,280000,110000,1,1,1,2,18.5
2016,600000,25000,1,1,1,1,17.19
2015,515000,120000,1,1,1,2,18.6
2015,550000,45000,2,2,1,1,28.4
2017,861000,61260,2,2,1,1,24.3
2019,1050000,26000,2,2,1,1,23.0
